City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
298,Karlskrona,SE,56.1616,15.5866,43.25,99,100,10.58,overcast clouds
299,Saint-Francois,FR,46.4154,3.9054,33.24,93,0,5.75,clear sky
300,Kahului,US,20.8947,-156.47,84.22,67,40,13.8,scattered clouds
301,Kruisfontein,ZA,-34.0033,24.7314,56.88,80,0,5.35,clear sky
302,Tornio,FI,65.8481,24.1466,-0.38,100,94,2.17,overcast clouds
303,Abalak,RU,58.1286,68.5944,32.79,96,100,8.84,overcast clouds
304,Souillac,MU,-20.5167,57.5167,77.38,83,20,1.14,few clouds
305,Kashi,CN,39.4547,75.9797,47.41,31,61,4.47,dust
306,Ola,RU,59.5833,151.2833,14.14,58,100,6.4,overcast clouds
307,Punta Alta,AR,-38.8759,-62.0736,65.07,68,90,10.94,overcast clouds
308,Nyon,CH,46.3832,6.2396,51.22,77,0,1.14,clear sky
309,Pisco,PE,-13.7,-76.2167,75.25,78,0,13.8,clear sky
310,Bathsheba,BB,13.2167,-59.5167,77.61,78,40,19.57,light rain
311,Port Angeles,US,48.1181,-123.4307,50.02,73,0,3.44,clear sky
312,Seymchan,RU,62.8833,152.4333,1.29,71,99,10.76,overcast clouds
313,Tyup,KG,42.7276,78.3648,41.67,49,5,1.52,clear sky
314,Atar,MR,20.5169,-13.0499,74.32,16,7,3.18,clear sky
315,San Lorenzo,PY,-25.3333,-57.5333,77.94,83,5,0.0,clear sky
316,Manavalakurichi,IN,8.1333,77.3,82.45,60,28,9.28,scattered clouds
317,Rognan,NO,67.0953,15.3878,25.88,94,99,6.62,overcast clouds
318,Peto,MX,20.1333,-88.9167,72.57,78,35,5.32,scattered clouds
319,Portland,US,45.5234,-122.6762,57.79,57,3,5.01,clear sky
320,Urengoy,RU,65.9667,78.3667,31.64,97,100,12.8,light snow
321,Patnos,TR,39.2336,42.8634,35.74,78,38,3.78,scattered clouds
322,Gua Musang,MY,4.8823,101.9644,87.1,59,100,0.22,overcast clouds
323,Salalah,OM,17.0151,54.0924,75.29,88,75,3.44,broken clouds
324,The Valley,AI,18.217,-63.0578,78.1,78,0,20.04,clear sky
325,Pekan,MY,3.4836,103.3996,80.71,66,99,5.32,overcast clouds
326,Minab,IR,27.1467,57.0801,71.92,64,0,4.61,haze
327,Mana,GF,5.6592,-53.7767,76.3,78,89,8.88,overcast clouds
328,Bairiki,KI,1.3292,172.9752,87.8,70,40,10.36,scattered clouds
329,Khawhai,IN,23.3667,93.1167,65.93,47,34,1.61,scattered clouds
330,Brae,GB,60.3964,-1.353,44.85,96,81,16.87,broken clouds
331,Nome,US,64.5011,-165.4064,25.16,86,100,10.36,light snow
332,Itoman,JP,26.1247,127.6694,79.57,81,75,14.97,broken clouds
